_ID (Object),Accession Number,Temp ID,Artist Sort Name,Display Artist,Display Title,Display Medium,Display Dimensions,Display Create Date,City,County,Feature Description,TGN ID,Geoname,Historic place,Neighborhood,Direction,Guess,Extent,State Province,Object Type,Media Filepath ,EMA web address
125603,,T2006.52,"Adams, Ansel",Ansel Adams,Colonel Charles Erskine Scott Wood,gelatin silver print,7 15/16 in. x 6 in. (20.16 cm x 15.24 cm),1928,,,,,,,,vertical,,,California,photograph,I:\Images\04_Web\2004\T2006.52_01_B04.jpg,
141501,2013.192,PGPH11.072,"Adams, Ansel",Ansel Adams,Untitled ,gelatin silver print ,8 7/16 in. x 6 7/16 in. (21.43 cm x 16.35 cm),n.d.,,,,,,,,,,,California,photograph,I:\Images\04_Web\PGPH\PGPH11.072_01_B04.jpg,
10179,83.116.51,,"Antin, Eleanor",Eleanor Antin,"100 Boots in the Park, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,4 1/2  x 7 in. (11.43  x 17.78 cm),1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.51_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10179
10178,83.116.50,,"Antin, Eleanor",Eleanor Antin,"100 Boots on the Ferry, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.50_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10178
10174,83.116.46,,"Antin, Eleanor",Eleanor Antin,"100 Boots on the March, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.46_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10174
10173,83.116.45,,"Antin, Eleanor",Eleanor Antin,"100 Boots Down, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.45_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10173
10172,83.116.44,,"Antin, Eleanor",Eleanor Antin,"100 Boots Up, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.44_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10172
10170,83.116.42,,"Antin, Eleanor",Eleanor Antin,"100 Boots Try Again, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.42_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10170
10169,83.116.41,,"Antin, Eleanor",Eleanor Antin,"100 Boots Over the Hill, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.41_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10169
10167,83.116.39,,"Antin, Eleanor",Eleanor Antin,"100 Boots Move On, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.39_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10167
10166,83.116.38,,"Antin, Eleanor",Eleanor Antin,"100 Boots Take It, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.38_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10166
10160,83.116.32,,"Antin, Eleanor",Eleanor Antin,"100 Boots Ace High, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.32_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10160
10159,83.116.31,,"Antin, Eleanor",Eleanor Antin,"100 Boots in the Saloon, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.31_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10159
10158,83.116.30,,"Antin, Eleanor",Eleanor Antin,"100 Boots Boarding, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.30_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10158
10156,83.116.7,,"Antin, Eleanor",Eleanor Antin,"100 Boots Parking, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.7_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10156
10155,83.116.6,,"Antin, Eleanor",Eleanor Antin,"100 Boots in the Market, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.6_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10155
10154,83.116.5,,"Antin, Eleanor",Eleanor Antin,"100 Boots on Vacation, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.5_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/10154
129733,83.116.1,,"Antin, Eleanor",Eleanor Antin,"100 Boots at the Bank, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.1_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129733
129735,83.116.3,,"Antin, Eleanor",Eleanor Antin,"100 Boots Facing the Sea, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.3_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129735
129736,83.116.4,,"Antin, Eleanor",Eleanor Antin,"100 Boots in a Field, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.4_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129736
129737,83.116.8,,"Antin, Eleanor",Eleanor Antin,"100 Boots Circling, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.8_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129737
129739,83.116.10,,"Antin, Eleanor",Eleanor Antin,"100 Boots Trespass, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.10_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129739
129741,83.116.12,,"Antin, Eleanor",Eleanor Antin,"100 Boots in the Bush, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.12_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129741
129742,83.116.13,,"Antin, Eleanor",Eleanor Antin,"100 Boots on the Road, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.13_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129742
129743,83.116.14,,"Antin, Eleanor",Eleanor Antin,"100 Boots at the Pond, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.14_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129743
129744,83.116.15,,"Antin, Eleanor",Eleanor Antin,"100 Boots in a Meadow, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.15_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129744
129745,83.116.16,,"Antin, Eleanor",Eleanor Antin,"100 Boots at the Corral, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.16_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129745
129747,83.116.18,,"Antin, Eleanor",Eleanor Antin,"100 Boots Go East, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.18_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129747
129748,83.116.19,,"Antin, Eleanor",Eleanor Antin,"100 Boots Cross Country, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.19_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129748
129749,83.116.20,,"Antin, Eleanor",Eleanor Antin,"100 Boots by the Bivouac, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.20_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129749
129750,83.116.21,,"Antin, Eleanor",Eleanor Antin,"100 Boots in the Marsh, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.21_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129750
129751,83.116.22,,"Antin, Eleanor",Eleanor Antin,"100 Boots in the Grove, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.22_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129751
129752,83.116.23,,"Antin, Eleanor",Eleanor Antin,"100 Boots on the Porch, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.23_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129752
129753,83.116.24,,"Antin, Eleanor",Eleanor Antin,"100 Boots Inside, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.24_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129753
129755,83.116.26,,"Antin, Eleanor",Eleanor Antin,"100 Boots Outside, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1971,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.26_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129755
129756,83.116.27,,"Antin, Eleanor",Eleanor Antin,"100 Boots on the Job, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.27_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129756
129757,83.116.28,,"Antin, Eleanor",Eleanor Antin,"100 Boots in the Street, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.28_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129757
129758,83.116.29,,"Antin, Eleanor",Eleanor Antin,"100 Boots out of a Job, from the series 100 Boots, a set of 51 photo-postcards",halftone photo-postcard,,1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.116.29_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/129758
131305,2008.367,PH08.215,"Arbus, Diane",Diane Arbus,"Soothsayer Madame Sandra, Cal.",gelatin silver print,20 in. x 16 in. (50.8 cm x 40.64 cm),1962,,,,,,,,,,,California,photograph,I:\Images\04_Web\PH\PH08.215_01_b04.jpg,
131306,2008.365,PH08.216,"Arbus, Diane",Diane Arbus,"Soothsayer Dr. George Dareos, Cal.",gelatin silver print,,1962,,,,,,,,,,,California,photograph,I:\Images\04_Web\PH\PH08.216_01_b04.jpg,
131307,2008.366,PH08.217,"Arbus, Diane",Diane Arbus,"Soothsayer Leslie Elliot, Cal.",gelatin silver print,,1962,,,,,,,,,,,California,photograph,I:\Images\04_Web\PH\PH08.217_01_b04.jpg,
137186,,PGPH10.015,"Baldessari, John",John Baldessari,Two Tables,gelatin silver print,60 1/4 in. x 31 in. (153.04 cm x 78.74 cm),1988,,,,,,,,,,,California,photograph,,
28062,79.282,,"Baruch, Ruth Marion",Ruth Marion Baruch,Black Panther Eldridge Cleaver conversing with Captain Kenny Denmon and Captain,gelatin silver print,,1968,,,,,,,,,,,California,photograph,I:\Images\04_Web\1979\79.282.jpg,
28063,79.279,,"Baruch, Ruth Marion",Ruth Marion Baruch,Entertainer at Black Panther Rally,gelatin silver print,,1968,,,,,,,,,,,California,photograph,I:\Images\04_Web\1979\79.279.jpg,
28065,79.283,,"Baruch, Ruth Marion",Ruth Marion Baruch,Black Panther body guard for Kathleen Cleaver,gelatin silver print,,1968,,,,,,,,,,,California,photograph,,
10481,82.172,,"Bernal, Louis Carlos",Louis Carlos Bernal,"Recayera de Catalina Olsnos, Phoenix, Arizona",chromogenic print,,1978,Phoenix,,,,,,,,,Not California,California,photograph,I:\Images\04_Web\1982\82.172.jpg,
10653,79.15,,"Browning, Augustus",Augustus Browning,Untitled,gelatin silver print,,1979,,,,,,,,,,,California,photograph,I:\Images\04_Web\1979\79.150.jpg,
10705,88.572,,"Burchard, Jerry",Jerry Burchard,"Ping Yuen, from the portfolio New California Views",gelatin silver print,16 1/16 in. x 20 in. (40.8 cm x 50.8 cm),1979,,,,,,,,,,,California,photograph,I:\Images\04_Web\1988\88.572.jpg,
28909,98.697,PH98603,California Mailbag,California Mailbag,"California Mailbag, volume 1, number 2",letterpress,7 in. x 5 in. (17.78 cm x 12.7 cm),1871,,,,,,,,,,,California,photograph,,
28910,98.698,PH98604,California Mailbag,California Mailbag,"California Mailbag, volume 1, number 6",letterpress with albumen prints,7 in. x 5 in. (17.78 cm x 12.7 cm),1871,,,,,,,,,,,California,photograph,,
28911,,UCPH98605,California Mailbag,California Mailbag,"California Mailbag, volume 2, number 5",letterpress,7 in. x 5 in. (17.78 cm x 12.7 cm),1871,,,,,,,,,,,California,photograph,,
28912,,UCPH98606,California Mailbag,California Mailbag,"California Mailbag, volume unknown",letterpress,7 in. x 5 in. (17.78 cm x 12.7 cm),1871,,,,,,,,,,,California,photograph,,
149831,,PGPH13.082,"Chinn, Benjamen",Benjamen Chinn,Untitled [trousers on a window sill],gelatin silver print,,ca. 1950,,,,,,,,,,,California,photograph,I:\Images\04_Web\PGPH\PGPH13\PGPH13.75_117\PGPH13.082_01_g04.jpg,
11085,88.573,,"Connor, Linda",Linda Connor,"Untitled, from the portfolio New California Views",gelatin silver print,8 in. x 9 15/16 in. (20.32 cm x 25.24 cm),1978,,,,,,,,,,,California,photograph,I:\Images\04_Web\1988\88.573_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11085
11165,84.1636,,"Cumming, Robert",Robert Cumming,"Farm Fence Metaphor, Orange, CA.. / Rochester, N.Y.",gelatin silver and chromogenic prints,25 1/2 in. x 20 in. (64.77 cm x 50.8 cm),1975-1976,Orange and Rochester,,,,,,,,,California and New York?,California and New York,photograph,,
7480,91.379,,"Cunningham, Imogen",Imogen Cunningham,Hands of Leo Keoshian,gelatin silver print,9 1/8  x 7 5/16 in. (23.18  x 18.57 cm),1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1991\91.379_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/7480
7481,91.38,,"Cunningham, Imogen",Imogen Cunningham,Hands of Leo Keoshian,gelatin silver print,7 1/4  x 8 9/16 in. (18.42  x 21.75 cm),1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1991\91.380.jpg,
7482,91.381,,"Cunningham, Imogen",Imogen Cunningham,Hands of Leo Keoshian,gelatin silver print,9 11/16  x 6 11/16 in. (24.61  x 16.99 cm),1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1991\91.381.jpg,
7483,91.382,,"Cunningham, Imogen",Imogen Cunningham,Hands of Leo Keoshian,gelatin silver print,7 1/8  x 9 1/4 in. (18.1  x 23.5 cm),1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1991\91.382.jpg,
7484,91.383,,"Cunningham, Imogen",Imogen Cunningham,Hands of Leo Keoshian,gelatin silver print,9 9/16  x 14 5/8 in. (24.29  x 37.15 cm),1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1991\91.383.jpg,
8208,92.304,,"Cunningham, Imogen",Imogen Cunningham,"Arms on Press, Roi Partridge",gelatin silver print,9 1/2  x 7 7/16 in. (24.13  x 18.89 cm),"1930, printed later",,,,,,,,,,,California,photograph,I:\Images\04_Web\1992\92.304_01_B04.jpg,
8209,92.305,,"Cunningham, Imogen",Imogen Cunningham,Blind Sculptor,gelatin silver print,7 5/8  x 7 11/16 in. (19.37  x 19.53 cm),1952,,,,,,,,,,,California,photograph,I:\Images\04_Web\1992\92.305_01_B04.jpg,
8210,92.306,,"Cunningham, Imogen",Imogen Cunningham,Self Portrait,gelatin silver print,8 3/16  x 7 1/8 in. (20.8  x 18.1 cm),1973,,,,,,,,,,,California,photograph,I:\Images\04_Web\1992\92.306_01_b04.jpg,
11176,41.3005,,"Cunningham, Imogen",Imogen Cunningham,False Hellebore,gelatin silver print,11 3/4 in. x 9 1/2 in. (29.85 cm x 24.13 cm),1927,,,,,,,,,,,California,photograph,I:\Images\04_Web\1941\41.3005_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11176
11178,57.946,,"Cunningham, Imogen",Imogen Cunningham,Hibiscus Bloom,gelatin silver print,,n.d.,,,,,,,,,,,California,photograph,,
11182,63.19.114,,"Cunningham, Imogen",Imogen Cunningham,"The Bruton Sisters, Artists",gelatin silver print,6 15/16  x 9 1/16 in. (17.62  x 23.02 cm),1930,,,,,,,,,,,California,photograph,I:\Images\04_Web\1963\63.19.114.jpg,
11185,63.19.117,63.19.117,"Cunningham, Imogen",Imogen Cunningham,Agave Pattern,gelatin silver print,9 9/16 in. x 7 9/16 in. (24.29 cm x 19.21 cm),1920s,,,,,,,,,,,California,photograph,I:\Images\04_Web\1963\63.19.117.jpg,
11195,69.60.4,,"Cunningham, Imogen",Imogen Cunningham,Edward Weston with Cats,gelatin silver print,10 5/8  x 10 3/8 in. (26.99  x 26.35 cm),1945,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.4.jpg,
11196,69.60.5,,"Cunningham, Imogen",Imogen Cunningham,Barbara at the Door,gelatin silver print,10 7/16 in. x 10 5/16 in. (26.51 cm x 26.19 cm),1965,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.5_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11196
11197,69.60.6,,"Cunningham, Imogen",Imogen Cunningham,Age and Its Symbols,gelatin silver print,12 1/16  x 10 1/8 in. (30.64  x 25.72 cm),1958,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.6.jpg,
11198,69.60.7,,"Cunningham, Imogen",Imogen Cunningham,Leaves from Taiwan,gelatin silver print,7 1/2  x 9 1/8 in. (19.05  x 23.18 cm),1963,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.7_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11198
11199,69.60.8,,"Cunningham, Imogen",Imogen Cunningham,The Poet and His Alter Ego,gelatin silver print,11 1/4 in. x 10 3/8 in. (28.58 cm x 26.35 cm),1962,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.8_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11199
11200,69.60.9,69.60.9,"Cunningham, Imogen",Imogen Cunningham,The Unmade Bed,gelatin silver print,9 5/8 in. x 12 5/16 in. (24.45 cm x 31.27 cm),1957,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.9_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11200
11201,69.60.10,,"Cunningham, Imogen",Imogen Cunningham,Agave Americanus,gelatin silver print,13 7/8 in. x 10 15/16 in. (35.24 cm x 27.78 cm),before 1929; printed ca. 1955,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.10_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11201
11203,69.60.12,,"Cunningham, Imogen",Imogen Cunningham,Magnolia Bud,gelatin silver print,12 5/16 in. x 9 9/16 in. (31.27 cm x 24.29 cm),"1925, printed later",,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.12.jpg,
11205,69.61.1,,"Cunningham, Imogen",Imogen Cunningham,Pregnant Woman,gelatin silver print,7 3/8  x 6 5/16 in. (18.73  x 16.03 cm),1959,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.61.1.jpg,
11206,69.61.3,,"Cunningham, Imogen",Imogen Cunningham,"John Winkler, Etcher",gelatin silver print,13 in. x 10 5/8 in. (33.02 cm x 26.99 cm),1958,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.61.3_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11206
11211,79.43,,"Cunningham, Imogen",Imogen Cunningham,Edward Weston and Margrethe Mather 3,gelatin silver print,7 7/16 in. x 9 7/16 in. (18.89 cm x 23.97 cm),"1923, printed later",,,,,,,,,,,California,photograph,I:\Images\04_Web\1979\79.43_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11211
11215,86.83,,"Cunningham, Imogen",Imogen Cunningham,Aloe,gelatin silver print,10 15/16  x 8 5/8 in. (27.78  x 21.91 cm),"1925, printed 1984",,,,,,,,,,,California,photograph,I:\Images\04_Web\1986\86.83_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/11215
15164,95.383,,"Cunningham, Imogen",Imogen Cunningham,Ruth Asawa,gelatin silver print,8 3/8  x 7 3/8 in. (21.27  x 18.73 cm),1956,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.383_01_B04.jpg,
15168,95.387,,"Cunningham, Imogen",Imogen Cunningham,Hands of Blind Sculptor,gelatin silver print,7 1/2  x 7 5/16 in. (19.05  x 18.57 cm),1952,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.387_01_B04.jpg,
15172,95.391,,"Cunningham, Imogen",Imogen Cunningham,Rummage Sale No. 5,gelatin silver print,7 11/16  x 7 3/8 in. (19.53  x 18.73 cm),1948,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.391_01_B04.jpg,
15173,95.392,,"Cunningham, Imogen",Imogen Cunningham,Rummage Sale No. 6,gelatin silver print,7 1/4  x 6 9/16 in. (18.42  x 16.67 cm),1948,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.392_01_B04.jpg,
21748,60.4493,,"Cunningham, Imogen",Imogen Cunningham,Roberta,gelatin silver print,12 3/4 in. x 10 1/4 in. (32.39 cm x 26.04 cm),1959,,,,,,,,,,,California,photograph,I:\Images\04_Web\1960\60.4493.jpg,
21749,69.60.1,,"Cunningham, Imogen",Imogen Cunningham,David Park,gelatin silver print ,8 in. x 7 11/16 in. (20.32 cm x 19.53 cm),1956,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.1.jpg,
21751,88.617,,"Cunningham, Imogen",Imogen Cunningham,Classroom Posture,gelatin silver print ,7 11/16  x 7 3/8 in. (19.53  x 18.73 cm),1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1988\88.617.jpg,
21752,85.645,,"Cunningham, Imogen",Imogen Cunningham,Hands and Aloe Plicatilis,gelatin silver print,7 3/8  x 7 in. (18.73  x 17.78 cm),ca. 1967,,,,,,,,,,,California,photograph,I:\Images\04_Web\1985\85.645_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/21752
21753,85.646,85.646,"Cunningham, Imogen",Imogen Cunningham,Edward Weston and Margrethe Mather (Holding Platinum Paper Rolls),gelatin silver print ,9 7/16  x 7 3/8 in. (23.97  x 18.73 cm),"1922, printed later",,,,,,,,,,,California,photograph,I:\Images\04_Web\1985\85.646.JPG,
28106,69.61.2,,"Cunningham, Imogen",Imogen Cunningham,Mark Adams and his wife Beth Van Hoesen,gelatin silver print,9 1/4 in. x 10 7/16 in. (23.5 cm x 26.51 cm),1963,,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.61.2_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/28106
33175,78.88,,"Cunningham, Imogen",Imogen Cunningham,Margery M.,gelatin silver print,6 7/8 in. x 6 1/8 in. (17.46 cm x 15.56 cm),1972,,,,,,,,,,,California,photograph,I:\Images\04_Web\1978\78.88.jpg,
33173,69.60.13,,"Cunningham, Imogen",Imogen Cunningham,Two Callas,gelatin silver print,12 13/16 in. x 9 7/8 in. (32.54 cm x 25.08 cm),"before 1929, printed later",,,,,,,,,,,California,photograph,I:\Images\04_Web\1969\69.60.13.jpg,
33167,63.19.183,,"Cunningham, Imogen",Imogen Cunningham,Hen and Chickens,gelatin silver print,9 1/2 in. x 7 1/2 in. (24.13 cm x 19.05 cm),1930,,,,,,,,,,,California,photograph,I:\Images\04_Web\1963\63.19.183.jpg,http://www.sfmoma.org/explore/collection/artwork/33167
33160,41.3006,,"Cunningham, Imogen",Imogen Cunningham,Leaf Study,,,n.d.,,,,,,,,,,,California,photograph,,
37449,84.14,,"Cunningham, Imogen",Imogen Cunningham,Agave Design I,gelatin silver print,13 5/8 in. x 10 5/8 in. (34.61 cm x 26.99 cm),ca. 1925; printed 1974-1976,,,,,,,,,,,California,photograph,I:\Images\04_Web\1984\84.14.jpg,
37454,95.388,,"Cunningham, Imogen",Imogen Cunningham,Barbara Deming,gelatin silver print,8 1/2 in. x 6 1/2 in. (21.59 cm x 16.51 cm),1953,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.388_01_B04.jpg,
37502,95.384,,"Cunningham, Imogen",Imogen Cunningham,Haru Asawa,gelatin silver print,8 3/8 in. x 7 7/8 in. (21.27 cm x 20 cm),1966,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.384_01_B04.jpg,
37593,92.307,92.307,"Cunningham, Imogen",Imogen Cunningham,Museum Director de Young,gelatin silver print,7  x 8 3/4 in. (17.78  x 22.23 cm),ca. 1932,,,,,,,,,,,California,photograph,I:\Images\04_Web\1992\92.307.jpg,
37620,95.386,,"Cunningham, Imogen",Imogen Cunningham,Stan,gelatin silver print,7 1/2  x 7 1/4 in. (19.05  x 18.42 cm),1958,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.386_01_B04.jpg,
37633,91.259,,"Cunningham, Imogen",Imogen Cunningham,Triangles,gelatin silver print,3 3/4  x 2 3/4 in. (9.53  x 6.99 cm),1928,,,,,,,,,,,California,photograph,I:\Images\04_Web\1991\91.259.jpg,http://www.sfmoma.org/explore/collection/artwork/37633
37690,95.385,,"Cunningham, Imogen",Imogen Cunningham,Maria Kolisch,gelatin silver print,7 7/16  x 6 5/16 in. (18.89  x 16.03 cm),ca. 1960,,,,,,,,,,,California,photograph,I:\Images\04_Web\1995\95.385_01_B04.jpg,
37697,83.192,,"Cunningham, Imogen",Imogen Cunningham,Melissa Breuer and Son Jeffrey,gelatin silver print,9 15/16 in. x 8 in. (25.24 cm x 20.32 cm),ca. 1955,,,,,,,,,,,California,photograph,I:\Images\04_Web\1983\83.192.JPG,
116484,,PST0044,"Cunningham, Imogen",Imogen Cunningham,Yreka,gelatin silver print,9 in. x 7 1/2 in. (22.86 cm x 19.05 cm),1929,,,,,,,,vertical,,,California,Photograph,I:\Images\04_Web\PST\pst0044.jpg,
137202,,PGPH10.030,"Cunningham, Imogen",Imogen Cunningham,Alta on the beach,gelatin silver print,7 7/8 in. x 9 7/8 in. (20 cm x 25.08 cm),1926,,,,,,,,,,,California,photograph,,
