_ID (Object),Accession Number,Temp ID,Artist Sort Name,Display Artist,Display Title,Display Medium,Display Dimensions,Display Create Date,City,County,Feature Description,TGN ID,Geoname,Historic place,Neighborhood,Direction,Guess,Extent,State Province,Object Type,Media Filepath ,EMA web address
28329,79.285,,"Jones, Pirkle",Pirkle Jones,"Untitled (Ron Martin, Gate Five, Sausalito, 1970)",gelatin silver print,,1970,Sausalito ,Marin,Sausalito,2014167,,,,,,,California,photograph,I:\Images\04_Web\1979\79.285.JPG,
28330,79.286,,"Jones, Pirkle",Pirkle Jones,"Untitled (Some of the inhabitants of Gate Five, one afternoon, on the floating",gelatin silver print,,1970,Sausalito ,Marin,Sausalito,2014167,,,,,,,California,photograph,I:\Images\04_Web\1979\79.286.JPG,
28331,79.287,,"Jones, Pirkle",Pirkle Jones,"Untitled (view of houseboats at Gate Five, Sausalito, looking north from the San Rafael ferry boat)",gelatin silver print,,1969,Sausalito ,Marin,Sausalito,2014167,,,,,,,California,photograph,I:\Images\04_Web\1979\79.287.JPG,
28332,79.288,,"Jones, Pirkle",Pirkle Jones,"Untitled (Jean Varda, a Gate Five resident, and one of his many guests on his s",gelatin silver print,,1970,Sausalito ,Marin,Sausalito,2014167,,,,,,,California,photograph,I:\Images\04_Web\1979\79.288.JPG,
118653,2004.356,PH04.107,"Kuykendall, Frank",Frank Kuykendall,"A redwood tree 68 feet in circumference on Eel River, near Scotia, Humboldt County, Cal., from which a section was sent to the World's Fair at Chicago in 1893",albumen print,7 3/4 in. x 9 9/16 in. (19.69 cm x 24.29 cm),ca. 1893,,Humboldt,Scotia,2014174,,,Humboldt County,,,,California,photograph,I:\Images\04_Web\2004\2004.356_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/118653
15444,95.14,,Pacific Photo Company,Pacific Photo Company,"Pacific Lumber Company, Scotia, CA",gelatin silver print on paper,10 in. x 39 1/8 in. (25.4 cm x 99.38 cm),ca. 1910,Scotia,Humboldt,Scotia,2014174,,,,,,,California,photograph,,
15067,73.33.8,,"Worth, Don",Don Worth,"Trees and Frost, Sierraville, Calif",gelatin silver print,,1969,Sierraville,Sierra,Sierraville,2014263,,,,,,,California,photograph,,
11303,84.349.16,,"Deal, Joe",Joe Deal,"Soboba Hot Springs, California, from the portfolio The Fault Zone",gelatin silver print with gold toner,,1979,Soboba Hot Springs,Riverside,Soboba Hot Springs,2014302,,,,,,,California,photograph,,
11297,84.349.10,,"Deal, Joe",Joe Deal,"Soboba Hot Springs, California (I), from the portfolio The Fault Zone",gelatin silver print with gold toner,,1979,Soboba Hot Springs,Riverside,Soboba Hot Springs,2014302,,Soboba Hot Springs,,,,Add City,California,photograph,I:\Images\04_Web\1984\84.349.10.jpg,
129029,2007.325,PGPH07.270,"Bennett, Gordon L.",Gordon L. Bennett,Untitled (Sonoma 9.2.82),chromogenic print,15 9/16 in. x 19 1/2 in. (39.53 cm x 49.53 cm),1982,Sonoma,Sonoma,Sonoma,2014315,,,,,,,California,photograph,I:\Images\04_Web\PGPH\PGPH07.270_01_b04.jpg,
28433,89.104,,"Connor, Linda",Linda Connor,"Child's Room, Sonoma, California",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),1977,Sonoma,Sonoma,Sonoma,2014315,,,,,,,California,photograph,I:\Images\04_Web\1989\89.104.jpg,http://www.sfmoma.org/explore/collection/artwork/28433
136370,2010.208,x2010.642.077,"Epstein, Mitch",Mitch Epstein,"Scribe Winery, Sonoma, California, 2010",chromogenic print,70 in. x 90 in. (177.8 cm x 228.6 cm),2010,Sonoma,Sonoma,Sonoma,2014315,,,,,,,California,photograph,I:\Images\04_Web\PH\x2010.642.077_01_a04.jpg,http://www.sfmoma.org/explore/collection/artwork/136370
119550,2004.769,PH04.595,Unknown (Unknown),Unknown,Cawston Ostrich Farm/Ostriches Have Only Two Toes,gelatin silver print,3 3/16 in. x 5 1/16 in. (8.1 cm x 12.86 cm),n.d.,South Pasadena,Los Angeles,South Pasadena,2014365,,,Arroyo Seco Valley,,,,California,photograph,I:\Images\04_Web\2004\2004.769_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/119550
127316,,PST0991,"Adams, Ansel",Ansel Adams,Clouds and Hills (South San Francisco),gelatin silver print,5 in. x 7 1/16 in. (12.7 cm x 17.94 cm),ca. 1936,San Francisco,San Francisco,South San Francisco,2014366,,,South San Francisco,,,,California,photograph,I:\Images\Exhibition\Sack Collection\PST991.jpg,
12149,78.55,,"Holub, Leo",Leo Holub,"Billboard, South San Francisco, 1972",gelatin silver print,,"1972, 1978",San Francisco,San Mateo,South San Francisco,2014366,,,,,,,California,photograph,I:\Images\04_Web\1978\78.55_01_b04.jpg,
134905,2010.116,PH10.001,"Hall, Doug",Doug Hall,"Squaw Valley, California",chromogenic print,62 1/4 in. x 49 1/2 in. (158.12 cm x 125.73 cm),2004,,Fresno,Squaw Valley,2014405,,,Squaw Valley,,,,California,photograph,I:\Images\04_Web\PH\PH10.001_01_g04.jpg,http://www.sfmoma.org/explore/collection/artwork/134905
138893,1929.43,,"Noskowiak, Sonya",Sonya Noskowiak,"Fence, Stinson Beach, California",gelatin silver print,7 1/2 in. x 9 1/2 in. (19.05 cm x 24.13 cm),1937,,Marin,Stinson Beach,2014425,,Stinson Beach,,,,,California,photograph,I:\Images\04_Web\1943\1929.43.jpg,http://www.sfmoma.org/explore/collection/artwork/138893
117960,85.432.11,85.432.11,"Glen, Louise",Louise Glen,"Sunnymead, California",gelatin silver print,5 5/16 in. x 6 15/16 in. (13.49 cm x 17.62 cm),1984,Sunnymead,Riverside,Sunnymead,2014489,,,,,,,California,photograph,I:\Images\04_Web\1985\85.432.11.jpg,
11682,70.28.4,,"Gagliani, Oliver",Oliver Gagliani,"Untitled (Tomales, California), from the Visual Dialogue Foundation Founders...",gelatin silver print,7 in. x 9 3/16 in. (17.78 cm x 23.34 cm),1970,Tomales,Marin,Tomales,2014615,,,,,,,California,photograph,,
10271,80.472.49,,"Baltz, Lewis",Lewis Baltz,"North Wall, Steelcase, 1123 Warner Avenue, Tustin, from the portfolio The New Industrial Parks near Irvine, California",gelatin silver print,6 1/16 in. x 9 1/16 in. (15.4  x 23.02 cm),1974,Tustin,Orange,Tustin,2014681,,,,,,,California,photograph,I:\Images\04_Web\1980\80.472.49.jpg,http://www.sfmoma.org/explore/collection/artwork/10271
10240,80.472.18,,"Baltz, Lewis",Lewis Baltz,"West Wall, Nursery Supplies, 1432 Santa Fe, Tustin, from the portfolio The New Industrial Parks near Irvine, California",gelatin silver print,6  x 9 in. (15.24  x 22.86 cm),1974,Tustin,Orange,Tustin,2014681,,,,,,,California,photograph,I:\Images\04_Web\1980\80.472.18.jpg,http://www.sfmoma.org/explore/collection/artwork/10240
10239,80.472.17,,"Baltz, Lewis",Lewis Baltz,"East Wall, Western Carpet Mills, 1231 Warner, Tustin, from the portfolio The New Industrial Parks near Irvine, California",gelatin silver print,6 1/16  x 9 1/16 in. (15.4  x 23.02 cm),1974,Tustin,Orange,Tustin,2014681,,,,,,,California,photograph,I:\Images\04_Web\1980\80.472.17.jpg,http://www.sfmoma.org/explore/collection/artwork/10239
130320,2009.159,PH08.094,"Moore, Brad",Brad Moore,"Certified Farmers' Market, Tustin, California ",inkjet print,28 in. x 42 in. (71.12 cm x 106.68 cm),2007,Tustin,Orange,Tustin,2014681,,,,,,,California,photograph,I:\Images\04_Web\PH\PH08.094_01_b04.jpg,
155803,,PH14.117,"Divola, John",John Divola,"As Far As I Could Get, 10 Seconds, 12_15_2010, 3:29 PM to 3:42 PM PST, N34°166.301'W116°033.714'",inkjet print on paper,50 1/4  x 118 in. (127.64  x 299.72 cm),2010,,San Bernadino,Twentynine Palms,2014692,,,,horizontal,,Title is wrong… Location,California,photograph,I:\Images\04_Web\PH\PH14.117.jpg,
23001,98.12,PH986,"Goodman, Tim",Tim Goodman,"Twentynine Palms #8, California",gelatin silver print,10 1/2 in. x 13 1/2 in. (26.67 cm x 34.29 cm),1996,Twentynine Palms,San Bernardino,Twentynine Palms,2014692,,,,,,,California,photograph,I:\Images\04_Web\1998\98.120.jpg,
130666,2009.45,PH08.112,"Lê, An-My",An-My Lê,29 Palms: Night Operations III,gelatin silver print,26 1/2 in. x 38 in. (67.31 cm x 96.52 cm),2002-2004,Twentynine Palms,San Bernardino,Twentynine Palms,2014692,,Mojave Desert,,,,,California,photograph,I:\Images\04_Web\PH\PH08.112_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/130666
8476,93.11,,"Meisinger Jr., Richard J.",Richard J. Meisinger Jr.,"The New American Suburbs: Water Tank-Vacaville, CA",gelatin silver print,"13 7/8 x 20""",,Vacaville,Solano,Vacaville,2014729,,,,,,,California,photograph,I:\Images\04_Web\1993\93.110.jpg,
28467,77.211,,"Rothstein, Arthur",Arthur Rothstein,"Migrant Field Worker, Tulane Migrant Camp, Visalia, California",gelatin silver print,13 7/8 in. x 11 in. (35.24 cm x 27.94 cm),"1940, printed ca. 1970",Visalia,Tulare,Visalia,2014826,,,,,,,California,photograph,I:\Images\04_Web\1977\77.211.jpg,
150441,2014.48,PH13.172,"Baruch, Ruth Marion",Ruth Marion Baruch,Walnut Grove,gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1961,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,Add City,California,photograph,I:\Images\04_Web\PH\PH13.172_01_B04.jpg,
150440,2014.49,PH13.173,"Baruch, Ruth Marion",Ruth Marion Baruch,Walnut Grove,gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1961,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,Add City,California,photograph,I:\Images\04_Web\PH\PH13.173_01_B04.jpg,
150439,2014.5,PH13.174,"Baruch, Ruth Marion",Ruth Marion Baruch,Walnut Grove,gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),1961,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,Add City,California,photograph,I:\Images\04_Web\PH\PH13.174_01_B04.jpg,
150437,2014.51,PH13.176,"Baruch, Ruth Marion",Ruth Marion Baruch,Walnut Grove,gelatin silver print,18 13/16 in. x 15 1/4 in. (47.83 cm x 38.74 cm),1961,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,Add City,California,photograph,I:\Images\04_Web\PH\PH13.176_01_B04.jpg,
150436,2014.52,PH13.177,"Baruch, Ruth Marion",Ruth Marion Baruch,Walnut Grove,gelatin silver print,18 3/4 in. x 12 5/8 in. (47.63 cm x 32.08 cm),1961,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,Add City,California,photograph,I:\Images\04_Web\PH\PH13.177_01_B04.jpg,
150611,2014.75,PH13.188,"Jones, Pirkle",Pirkle Jones,"Untitled [Asian woman wearing hair net and apron], from the series Walnut Grove: Portrait of a Town",gelatin silver print,14 in. x 11 in. (35.56 cm x 27.94 cm),1961; printed 1964,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.188_01_B04.jpg,
150613,2014.86,PH13.190,"Jones, Pirkle",Pirkle Jones,"Untitled [Man lifting box of tomatoes], from the series Walnut Grove: Portrait of a Town",gelatin silver print,11 in. x 14 in. (27.94 cm x 35.56 cm),1961; printed 1964,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.190_01_B04.jpg,
150624,2014.77,PH13.201,"Jones, Pirkle",Pirkle Jones,"Untitled [Baths], from the series Walnut Grove: Portrait of a Town",gelatin silver print,12 1/8 in. x 11 5/8 in. (30.73 cm x 29.46 cm),1961; printed 1964,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,,California,photograph,,
150626,2014.95,PH13.203,"Jones, Pirkle",Pirkle Jones,"Untitled [Sunflowers], from the series Walnut Grove: Portrait of a Town",gelatin silver print,15 11/16 in. x 18 5/16 in. (39.88 cm x 46.48 cm),1961; printed 1964,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,,California,photograph,,
150630,2014.76,PH13.207,"Jones, Pirkle",Pirkle Jones,"Untitled [Bait shop], from the series Walnut Grove: Portrait of a Town",gelatin silver print,14 1/2 in. x 15 in. (36.83 cm x 38.1 cm),1961; printed 1964,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.207_01_B04.jpg,
150631,2014.87,PH13.208,"Jones, Pirkle",Pirkle Jones,"Untitled [Man resting in shade of truck], from the series Walnut Grove: Portrait of a Town",gelatin silver print,11 5/16 in. x 11 1/8 in. (28.7 cm x 28.19 cm),1961; printed 1964,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.208_01_B04.jpg,
150632,2014.88,PH13.209,"Jones, Pirkle",Pirkle Jones,"Untitled [Man sitting on truck bumper], from the series Walnut Grove: Portrait of a Town",gelatin silver print,13 3/8 in. x 10 7/8 in. (34.04 cm x 27.69 cm),1961; printed 1964,Walnut Grove,Sacramento,Walnut Grove,2014861,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.209_01_B04.jpg,
106371,2001.363,PH01.041,"Adams, Robert",Robert Adams,"Westminster, California",gelatin silver print,9 in. x 11 1/4 in. (22.86 cm x 28.58 cm),1983,Westminster,Orange,Westminster,2014916,,,,horizontal,,,California,photograph,I:\Images\04_Web\2001\2001.363_01_b04.jpg,
130319,2009.16,PH08.088,"Moore, Brad",Brad Moore,"Mint & Magnolia, Westminster, California",inkjet print,20 in. x 32 in. (50.8 cm x 81.28 cm),2006,Westminster,Orange,Westminster,2014916,,,,,,,California,photograph,I:\Images\04_Web\PH\PH08.088_01_b04.jpg,
15569,95.75,,"Meisinger Jr., Richard J.",Richard J. Meisinger Jr.,The New American Suburbs: New House Platforms (Split Landscape)—West Pittsburg,gelatin silver print,13 in. x 20 in. (33.02 cm x 50.8 cm),1993,West Pittsburg,Contra Costa,West Pittsburg,2014930,,,,,,,California,photograph,I:\Images\04_Web\1995\95.75_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/15569
29103,85.229,,"Abbott, Berenice",Berenice Abbott,"Untitled (...in the sierras...), from the Red River series",gelatin silver print,13 1/2 in. x 10 5/8 in. (34.29 cm x 26.99 cm),1943,Westwood,Lassen,Westwood,2014947,,409 Ash Street,Lassen County,,,,California,photograph,I:\Images\04_Web\1985\85.229.jpg,http://www.sfmoma.org/explore/collection/artwork/29103
104007,2003.367,PH01.004,"Sternfeld, Joel",Joel Sternfeld,"Real Estate Brokers, Westwood, California, May 1988",chromogenic print,40 1/2 in. x 49 1/4 in. (102.87 cm x 125.1 cm),1988,Westwood,Lassen,Westwood,2014947,,,,,,,California,photograph,I:\Images\04_Web\2003\2003.367_01_c04.jpg,
119175,2005.441,PGPH04.489,"Borensztein, Leon",Leon Borensztein,"Farmer Couple, Woodland, California, from the series American Portraits",gelatin silver print,24 in. x 20 in. (60.96 cm x 50.8 cm),1979,Woodland,Yolo,Woodland,2015027,,,,,,,California,photograph,I:\Images\04_Web\2005\2005.441_01_d04.jpg,
29088,98.81,PH98780,"Watkins, Carleton E.",Carleton E. Watkins,"Yolo Base Line, Buggy",cyanotype,8 in. x 11 1/2 in. (20.32 cm x 29.21 cm),ca. 1890,,Yolo,Yolo County,2015054,,,,,,,California,photograph,I:\Images\04_Web\1998\98.810.jpg,
29089,98.813,PH98781,"Watkins, Carleton E.",Carleton E. Watkins,"Yolo Base Line, Measuring Fractional Bar at Fence Stone",albumen print,8 1/2 in. x 12 1/4 in. (21.59 cm x 31.12 cm),ca. 1890,,Yolo,Yolo County,2015054,,,,,,,California,photograph,I:\Images\04_Web\1998\98.813.jpg,
29090,98.811,PH98782,"Watkins, Carleton E.",Carleton E. Watkins,"Yolo Base Line, Buggy Going Over Dry Slough",albumen print,7 1/2 in. x 11 1/4 in. (19.05 cm x 28.58 cm),ca. 1890,,Yolo,Yolo County,2015054,,,,,,,California,photograph,I:\Images\04_Web\1998\98.811.jpg,
29091,98.812,PH98783,"Watkins, Carleton E.",Carleton E. Watkins,"Yolo Base Line, buggy going over slough",albumen print,8 in. x 10 in. (20.32 cm x 25.4 cm),ca. 1890,,Yolo,Yolo County,2015054,,,,,,,California,photograph,I:\Images\04_Web\1998\98.812.jpg,
29092,,UCPH98784,"Watkins, Carleton E.",Carleton E. Watkins,"Yolo Base Line, Buggy Going Over Dry Slough",albumen print,8 in. x 10 in. (20.32 cm x 25.4 cm),in research,,Yolo,Yolo County,2015054,,,,,,,California,photograph,I:\Images\04_Web\UCPH\UCPH98784_01_b04.jpg,
11167,84.1751,,"Cumming, Robert",Robert Cumming,Canadian Log in Los Angeles,gelatin silver print,7 15/16  x 19 in. (20.16  x 48.26 cm),1973,Yorba Linda,Orange,Yorba Linda,2015055,,,,,,,California,photograph,I:\Images\04_Web\1984\84.1751.jpg,
14609,85.51,,"Weston, Brett",Brett Weston,Untitled (Yucca Valley),gelatin silver print,,1967,Yucca Valley,San Bernardino,Yucca Valley,2015075,,,,,,,California,photograph,I:\Images\04_Web\1985\85.510.jpg,
7849,90.346,,"O'Sullivan, Timothy H.",Timothy H. O'Sullivan,"Alpine Lake, in the Sierra Nevada, California",collotype,19 1/8 x 21 5/8,1871,,Mono,Alpine Lake,2131124,,Alpine Lake,,,Feature: Description,There are many Alpine Lakes in California. I chose the one in Sierras,California,photograph,I:\Images\04_Web\1990\90.346.jpg,
10065,80.461.12,,"Adams, Ansel",Ansel Adams,"Banner Peak—Thousand Island Lake, from the portfolio Parmelian Prints of the High Sierras",gelatin silver print,6 in. x 8 in. (15.24 cm x 20.32 cm),1923; printed 1927,,Madera,Banner Peak,2146958,,High Sierras,,,,,California,photograph,I:\Images\04_Web\1980\80.461.12.jpg,http://www.sfmoma.org/explore/collection/artwork/10065
28327,78.1,,"Jones, Pirkle",Pirkle Jones,"Dorothea Lange in Cook, McKenzie and Son Store, Monticello, Berryessa Valley, from the series Death of a Valley",gelatin silver print,9 3/8 in. x 7 1/16 in. (23.81 cm x 17.94 cm),1956,Monticello,Napa,Lake Berryessa,2164581,,Berryessa,,,,Monticello was flooded to create Lake Berryessa,California,photograph,I:\Images\04_Web\1978\78.100_01_H02.jpg,http://www.sfmoma.org/explore/collection/artwork/28327
111730,2004.317,PGx2003.574.017,"Jones, Pirkle",Pirkle Jones,"Town of Monticello, Early Spring 1956, from the series Death of a Valley",gelatin silver print,16 1/2 in. x 23 1/2 in. (41.91 cm x 59.69 cm),"1956, printed 1960",Monticello,Napa,Lake Berryessa,2164581,,Berryessa Valley,,,,Monticello was flooded to create Lake Berryessa,California,photograph,I:\Images\04_Web\2004\2004.317_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/111730
111731,2004.318,PGx2003.574.018,"Jones, Pirkle",Pirkle Jones,"McKenzie Home in Monticello, from the series Death of a Valley",gelatin silver print,10 3/4 in. x 15 1/2 in. (27.31 cm x 39.37 cm),"1956, printed 1960",Monticello,Napa,Lake Berryessa,2164581,,Berryessa Valley,,,,Monticello was flooded to create Lake Berryessa,California,photograph,I:\Images\04_Web\2004\2004.318_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/111731
111732,2004.319,PGx2003.574.019,"Jones, Pirkle",Pirkle Jones,"Monticello Cemetery, from the series Death of a Valley",gelatin silver print,10 7/8 in. x 15 11/16 in. (27.64 cm x 39.83 cm),"1956, printed 1960",Monticello,Napa,Lake Berryessa,2164581,,Berryessa Valley,,,,Monticello was flooded to create Lake Berryessa,California,photograph,I:\Images\04_Web\2004\2004.319_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/111732
111735,2004.322,PGx2003.574.022,"Jones, Pirkle",Pirkle Jones,"The Graves Have Been Disinterred, Monticello Cemetery is Moved to Higher Ground, from the series Death of a Valley",gelatin silver print,15 1/2 in. x 15 1/2 in. (39.37 cm x 39.37 cm),"1956, printed 1960",Monticello,Napa,Lake Berryessa,2164581,,Berryessa Valley,,,,Monticello was flooded to create Lake Berryessa,California,photograph,I:\Images\04_Web\2004\2004.322_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/111735
28320,70.40.8,,"Jones, Pirkle",Pirkle Jones,"Grape Picker, Berryessa Valley, California",gelatin silver print,13 1/2 in. x 10 3/8 in. (34.29 cm x 26.35 cm),1956,,Napa,Lake Berryessa,2164581,,Berryessa Valley,,,,,California,photograph,I:\Images\04_Web\1970\70.40.8_01_s04.jpg,http://www.sfmoma.org/explore/collection/artwork/28320
